iShares Russell 1000 Value ETF
Fund Holdings as of,"Oct 31, 2023"
Inception Date,"May 22, 2000"
Shares Outstanding,"318,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","10,082,904.87","0.02","10,082,904.87","572,567.00","17.61","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","10,006,524.16","0.02","10,006,524.16","936,064.00","10.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","9,994,391.95","0.02","9,994,391.95","279,095.00","35.81","United States","NASDAQ","USD","1.00","USD","-"
"SRCL","STERICYCLE INC","Industrials","Equity","9,950,675.88","0.02","9,950,675.88","241,287.00","41.24","United States","NASDAQ","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","9,943,955.00","0.02","9,943,955.00","50,500.00","196.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","9,940,022.40","0.02","9,940,022.40","26,656.00","372.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","9,924,871.68","0.02","9,924,871.68","59,616.00","166.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","9,926,516.60","0.02","9,926,516.60","426,580.00","23.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","9,890,949.50","0.02","9,890,949.50","402,890.00","24.55","United States","NASDAQ","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","9,893,884.80","0.02","9,893,884.80","76,060.00","130.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Industrials","Equity","9,868,026.94","0.02","9,868,026.94","530,254.00","18.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNV","SYNOVUS FINANCIAL CORP","Financials","Equity","9,868,668.15","0.02","9,868,668.15","378,545.00","26.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","9,841,680.12","0.02","9,841,680.12","665,428.00","14.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","9,827,948.30","0.02","9,827,948.30","352,130.00","27.91","United States","NASDAQ","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","9,799,338.96","0.02","9,799,338.96","77,148.00","127.02","United States","NASDAQ","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","9,763,608.96","0.02","9,763,608.96","84,636.00","115.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","9,738,964.06","0.02","9,738,964.06","131,501.00","74.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","9,729,418.20","0.02","9,729,418.20","352,005.00","27.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","9,693,497.72","0.02","9,693,497.72","384,053.00","25.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","9,677,810.28","0.02","9,677,810.28","144,596.00","66.93","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","9,672,308.10","0.02","9,672,308.10","34,735.00","278.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","9,674,214.00","0.02","9,674,214.00","63,730.00","151.80","United States","NASDAQ","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","9,606,990.00","0.02","9,606,990.00","161,625.00","59.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","9,600,953.49","0.02","9,600,953.49","697,237.00","13.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","9,602,563.88","0.02","9,602,563.88","100,772.00","95.29","United States","NASDAQ","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","9,451,084.42","0.02","9,451,084.42","123,334.00","76.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","9,390,998.03","0.02","9,390,998.03","271,181.00","34.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","9,368,480.52","0.02","9,368,480.52","315,756.00","29.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","9,357,639.00","0.02","9,357,639.00","147,830.00","63.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","9,338,863.84","0.02","9,338,863.84","387,344.00","24.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","9,327,147.70","0.02","9,327,147.70","67,015.00","139.18","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","9,315,696.00","0.02","9,315,696.00","149,290.00","62.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","9,302,736.50","0.02","9,302,736.50","6,502.00","1,430.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","9,252,482.95","0.02","9,252,482.95","132,235.00","69.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","9,202,542.15","0.02","9,202,542.15","342,739.00","26.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","9,188,313.60","0.02","9,188,313.60","310,416.00","29.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZEK","AZEK COMPANY INC CLASS A","Industrials","Equity","8,988,014.80","0.02","8,988,014.80","343,054.00","26.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","8,883,993.60","0.02","8,883,993.60","462,708.00","19.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","8,885,392.97","0.02","8,885,392.97","948,281.00","9.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","8,801,222.06","0.02","8,801,222.06","219,701.00","40.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","8,789,451.72","0.02","8,789,451.72","115,332.00","76.21","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","8,756,763.40","0.02","8,756,763.40","140,558.00","62.30","United States","NASDAQ","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","8,725,759.80","0.02","8,725,759.80","305,310.00","28.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","8,697,628.38","0.02","8,697,628.38","714,091.00","12.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","8,669,960.88","0.02","8,669,960.88","169,071.00","51.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","8,640,156.14","0.02","8,640,156.14","590,578.00","14.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","8,631,086.59","0.02","8,631,086.59","396,467.00","21.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","8,620,449.52","0.02","8,620,449.52","95,932.00","89.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","8,616,296.16","0.02","8,616,296.16","50,494.00","170.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","8,578,624.92","0.02","8,578,624.92","140,449.00","61.08","United States","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","8,516,868.60","0.02","8,516,868.60","110,265.00","77.24","United States","NASDAQ","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","8,437,650.56","0.02","8,437,650.56","280,507.00","30.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","8,344,989.10","0.02","8,344,989.10","195,433.00","42.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","8,298,059.04","0.02","8,298,059.04","59,238.00","140.08","United States","NASDAQ","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","8,238,523.72","0.02","8,238,523.72","48,998.00","168.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","8,182,872.28","0.02","8,182,872.28","37,543.00","217.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","8,168,518.05","0.02","8,168,518.05","348,635.00","23.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","8,164,079.33","0.02","8,164,079.33","156,911.00","52.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","8,150,197.20","0.02","8,150,197.20","191,544.00","42.55","United States","NASDAQ","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","8,126,753.55","0.02","8,126,753.55","352,265.00","23.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","8,105,382.14","0.02","8,105,382.14","1,376,126.00","5.89","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","8,100,919.59","0.02","8,100,919.59","518,293.00","15.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","8,037,340.56","0.02","8,037,340.56","373,656.00","21.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","8,022,288.40","0.02","8,022,288.40","271,390.00","29.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","8,013,544.20","0.02","8,013,544.20","1,945,035.00","4.12","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","7,978,195.68","0.02","7,978,195.68","105,924.00","75.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","7,967,782.93","0.02","7,967,782.93","403,841.00","19.73","United States","NASDAQ","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","7,886,863.48","0.02","7,886,863.48","346,523.00","22.76","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAZ","LAZARD LTD CLASS A","Financials","Equity","7,801,648.26","0.02","7,801,648.26","280,938.00","27.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","7,759,722.10","0.02","7,759,722.10","16,094.00","482.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMED","AMEDISYS INC","Health Care","Equity","7,731,179.47","0.02","7,731,179.47","84,503.00","91.49","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","7,719,742.58","0.02","7,719,742.58","1,209,991.00","6.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","7,587,874.46","0.02","7,587,874.46","160,726.00","47.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","7,581,607.56","0.02","7,581,607.56","13,788.00","549.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","7,577,802.96","0.02","7,577,802.96","52,962.00","143.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","7,574,690.76","0.02","7,574,690.76","545,727.00","13.88","Canada","NASDAQ","USD","1.00","USD","-"
"AZTA","AZENTA INC","Health Care","Equity","7,546,972.50","0.02","7,546,972.50","166,050.00","45.45","United States","NASDAQ","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","7,384,325.64","0.02","7,384,325.64","1,544,838.00","4.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","7,375,550.40","0.02","7,375,550.40","112,776.00","65.40","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","7,364,376.26","0.02","7,364,376.26","596,789.00","12.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","7,276,269.64","0.02","7,276,269.64","1,700,063.00","4.28","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","7,144,942.50","0.02","7,144,942.50","157,725.00","45.30","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","7,137,260.13","0.02","7,137,260.13","399,399.00","17.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","7,073,601.63","0.02","7,073,601.63","180,403.00","39.21","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","6,993,066.60","0.01","6,993,066.60","94,757.00","73.80","United States","NASDAQ","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","6,975,629.22","0.01","6,975,629.22","421,743.00","16.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","6,958,838.98","0.01","6,958,838.98","251,494.00","27.67","United States","NASDAQ","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","6,892,092.21","0.01","6,892,092.21","127,797.00","53.93","United States","NASDAQ","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","6,829,652.61","0.01","6,829,652.61","57,717.00","118.33","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","6,806,630.10","0.01","6,806,630.10","79,239.00","85.90","United States","NASDAQ","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Health Care","Equity","6,792,987.84","0.01","6,792,987.84","188,904.00","35.96","United States","NASDAQ","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","6,770,547.84","0.01","6,770,547.84","1,007,522.00","6.72","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","6,762,176.98","0.01","6,762,176.98","17,953.00","376.66","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","6,713,503.30","0.01","6,713,503.30","57,890.00","115.97","United States","NASDAQ","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","6,667,862.67","0.01","6,667,862.67","16,569.00","402.43","United States","NASDAQ","USD","1.00","USD","-"
"CRI","CARTERS INC","Consumer Discretionary","Equity","6,559,920.16","0.01","6,559,920.16","97,676.00","67.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRTX","MIRATI THERAPEUTICS INC","Health Care","Equity","6,550,596.45","0.01","6,550,596.45","117,965.00","55.53","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","6,509,030.90","0.01","6,509,030.90","564,530.00","11.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTRE","FORTREA HOLDINGS INC","Health Care","Equity","6,499,425.20","0.01","6,499,425.20","228,853.00","28.40","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","6,455,811.83","0.01","6,455,811.83","35,701.00","180.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,439,798.08","0.01","6,439,798.08","33,688.00","191.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","6,432,556.00","0.01","6,432,556.00","123,703.00","52.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","6,417,806.72","0.01","6,417,806.72","299,338.00","21.44","United States","NASDAQ","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","6,407,943.30","0.01","6,407,943.30","284,166.00","22.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","6,393,732.50","0.01","6,393,732.50","84,250.00","75.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPS","GAP INC","Consumer Discretionary","Equity","6,395,481.60","0.01","6,395,481.60","499,647.00","12.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","6,380,972.10","0.01","6,380,972.10","139,019.00","45.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","6,340,600.96","0.01","6,340,600.96","158,992.00","39.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","6,334,218.35","0.01","6,334,218.35","114,605.00","55.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","6,318,547.32","0.01","6,318,547.32","52,813.00","119.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","6,253,292.10","0.01","6,253,292.10","11,114.00","562.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNB","DUN BRADST HLDG INC","Industrials","Equity","6,248,394.12","0.01","6,248,394.12","713,287.00","8.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","6,024,500.07","0.01","6,024,500.07","141,387.00","42.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","5,944,565.92","0.01","5,944,565.92","65,368.00","90.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","5,921,876.07","0.01","5,921,876.07","89,279.00","66.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","5,890,918.78","0.01","5,890,918.78","521,782.00","11.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","5,864,472.68","0.01","5,864,472.68","327,076.00","17.93","United States","NASDAQ","USD","1.00","USD","-"
"PINC","PREMIER INC CLASS A","Health Care","Equity","5,858,640.40","0.01","5,858,640.40","304,820.00","19.22","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","5,852,446.60","0.01","5,852,446.60","205,205.00","28.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","5,747,795.02","0.01","5,747,795.02","69,026.00","83.27","United States","NASDAQ","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","5,638,463.80","0.01","5,638,463.80","137,356.00","41.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","5,617,902.40","0.01","5,617,902.40","34,508.00","162.80","United States","NASDAQ","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","5,605,335.88","0.01","5,605,335.88","303,977.00","18.44","United States","NASDAQ","USD","1.00","USD","-"
"CCCS","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","5,569,823.97","0.01","5,569,823.97","517,161.00","10.77","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","5,542,673.22","0.01","5,542,673.22","67,734.00","81.83","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","5,517,656.76","0.01","5,517,656.76","163,196.00","33.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","5,471,893.44","0.01","5,471,893.44","97,434.00","56.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGR","AVANGRID INC","Utilities","Equity","5,454,262.00","0.01","5,454,262.00","182,600.00","29.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","5,446,961.60","0.01","5,446,961.60","241,016.00","22.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","5,399,252.20","0.01","5,399,252.20","559,508.00","9.65","United States","NASDAQ","USD","1.00","USD","-"
"ZI","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","5,172,672.96","0.01","5,172,672.96","399,126.00","12.96","United States","NASDAQ","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","5,123,266.17","0.01","5,123,266.17","335,073.00","15.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","5,098,237.46","0.01","5,098,237.46","51,991.00","98.06","United States","NASDAQ","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS INC CLASS","Materials","Equity","5,084,944.06","0.01","5,084,944.06","3,711,638.00","1.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","5,086,815.90","0.01","5,086,815.90","165,210.00","30.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","5,050,056.55","0.01","5,050,056.55","142,135.00","35.53","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","5,010,740.00","0.01","5,010,740.00","5,010,740.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"FRPT","FRESHPET INC","Consumer Staples","Equity","4,887,552.60","0.01","4,887,552.60","85,149.00","57.40","United States","NASDAQ","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,828,772.34","0.01","4,828,772.34","31,374.00","153.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","4,813,949.16","0.01","4,813,949.16","62,649.00","76.84","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","4,784,787.84","0.01","4,784,787.84","267,456.00","17.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","4,763,762.64","0.01","4,763,762.64","72,707.00","65.52","United States","NASDAQ","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","4,749,827.30","0.01","4,749,827.30","169,033.00","28.10","United States","NASDAQ","USD","1.00","USD","-"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","4,675,165.49","0.01","4,675,165.49","190,901.00","24.49","United States","NASDAQ","USD","1.00","USD","-"
"VSTS","VESTIS CORP","Industrials","Equity","4,646,080.56","0.01","4,646,080.56","303,864.00","15.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCM","R1 RCM INC","Health Care","Equity","4,633,210.62","0.01","4,633,210.62","392,978.00","11.79","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","4,610,801.02","0.01","4,610,801.02","128,149.00","35.98","United States","NASDAQ","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","4,580,225.00","0.01","4,580,225.00","352,325.00","13.00","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","4,571,452.99","0.01","4,571,452.99","210,569.00","21.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","4,447,584.13","0.01","4,447,584.13","216,007.00","20.59","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","4,384,638.40","0.01","4,384,638.40","267,356.00","16.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","4,229,569.01","0.01","4,229,569.01","228,749.00","18.49","United States","NASDAQ","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Communication","Equity","4,213,551.96","0.01","4,213,551.96","285,471.00","14.76","United States","NASDAQ","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","4,209,180.01","0.01","4,209,180.01","51,163.00","82.27","United States","NASDAQ","USD","1.00","USD","-"
"JWN","NORDSTROM INC","Consumer Discretionary","Equity","4,100,893.20","0.01","4,100,893.20","293,340.00","13.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","4,044,072.00","0.01","4,044,072.00","20,180.00","200.40","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","4,011,491.70","0.01","4,011,491.70","768,485.00","5.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","3,833,355.47","0.01","3,833,355.47","120,281.00","31.87","United States","NASDAQ","USD","1.00","USD","-"
